,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt
2881,Saquon Barkley,RB,21.303,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,5,4,27,6.75,0,80.0,5.4
2882,Anthony Firkser,TE,23.29,12/6/2018,NFL,TEN,,JAX,W 30-9,13,14,Thu,3,3,27,9.0,0,100.0,9.0
2883,Joe Mixon,HB,22.138,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,6,5,27,5.4,0,83.3,4.5
2884,Levine Toilolo,TE,27.131999999999998,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,2,2,26,13.0,0,100.0,13.0
2885,Michael Gallup,WR,22.249000000000002,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,9,4,24,6.0,0,44.4,2.67
2886,Frank Gore,RB,35.209,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,1,1,24,24.0,0,100.0,24.0
2887,Ben Watson,TE,37.356,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,3,3,24,8.0,0,100.0,8.0
2888,John Brown,WR,28.25,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,6,2,23,11.5,1,33.3,3.83
2889,Brice Butler,WR,28.314,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,1,1,23,23.0,1,100.0,23.0
2890,Justin Jackson,RB,23.230999999999998,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,2,2,23,11.5,0,100.0,11.5
2891,Elijah McGuire,RB,24.191,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,4,3,23,7.67,0,75.0,5.75
2892,Kendrick Bourne,WR,23.127,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,4,2,22,11.0,0,50.0,5.5
2893,Trey Burton,TE,27.041,12/9/2018,NFL,CHI,,LAR,W 15-6,13,14,Sun,5,2,22,11.0,0,40.0,4.4
2894,Brandin Cooks,WR,25.075,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,8,3,22,7.33,0,37.5,2.75
2895,Quincy Enunwa,WR,26.191999999999997,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,4,3,22,7.33,0,75.0,5.5
2896,Taylor Gabriel,WR,27.295,12/9/2018,NFL,CHI,,LAR,W 15-6,13,14,Sun,7,3,22,7.33,0,42.9,3.14
2897,Zay Jones,WR,23.254,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,9,3,22,7.33,0,33.3,2.44
2898,Jalen Tolliver,WR,22.344,12/9/2018,NFL,ARI,,DET,L 3-17,13,14,Sun,2,2,22,11.0,0,100.0,11.0
2899,Corey Davis,WR,23.329,12/6/2018,NFL,TEN,,JAX,W 30-9,13,14,Thu,3,2,21,10.5,0,66.7,7.0
2900,Kenneth Dixon,RB,24.322,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,1,1,21,21.0,0,100.0,21.0
2901,Kyle Juszczyk,FB,27.23,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,3,2,21,10.5,0,66.7,7.0
2902,Keith Kirkwood,WR,24.348000000000003,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,2,2,21,10.5,0,100.0,10.5
2903,Phillip Lindsay,RB,24.138,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,7,4,21,5.25,0,57.1,3.0
2904,Tarik Cohen,RB,23.136,12/9/2018,NFL,CHI,,LAR,W 15-6,13,14,Sun,4,4,20,5.0,0,100.0,5.0
2905,Marquise Goodwin,WR,28.02,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,2,2,20,10.0,0,100.0,10.0
2906,Dontrell Hilliard,RB,23.285999999999998,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,2,2,20,10.0,0,100.0,10.0
2907,Tommylee Lewis,WR,26.046,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,1,1,20,20.0,0,100.0,20.0
2908,Antonio Gates,TE,38.174,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,2,2,19,9.5,0,100.0,9.5
2909,Rashard Higgins,WR,24.063000000000002,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,3,2,19,9.5,0,66.7,6.33
2910,Lamar Miller,RB,27.228,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,6,5,19,3.8,0,83.3,3.17
2911,Marquez Valdes-Scantling,WR,24.06,12/9/2018,NFL,GNB,,ATL,W 34-20,13,14,Sun,2,2,19,9.5,0,100.0,9.5
2912,Cole Beasley,WR,29.226999999999997,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,4,2,18,9.0,0,50.0,4.5
2913,LeGarrette Blount,RB,32.004,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,3,2,18,9.0,0,66.7,6.0
2914,DeVante Parker,WR,25.323,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,4,1,18,18.0,0,25.0,4.5
2915,Nick Chubb,RB,22.346999999999998,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,6,4,17,4.25,0,66.7,2.83
2916,Bruce Ellington,WR,27.109,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,4,4,17,4.25,0,100.0,4.25
2917,Sterling Shepard,WR,25.302,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,6,2,17,8.5,1,33.3,2.83
2918,Blake Bell,TE,27.121,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,2,2,16,8.0,0,100.0,8.0
2919,Nyheim Hines,RB,22.026999999999997,12/9/2018,NFL,IND,@,HOU,W 24-21,13,14,Sun,5,3,16,5.33,0,60.0,3.2
2920,Elijhaa Penny,RB,25.114,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,1,1,16,16.0,0,100.0,16.0
2921,Rod Smith,RB,26.333000000000002,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,2,2,16,8.0,0,100.0,8.0
2922,Laquon Treadwell,WR,23.179000000000002,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,3,3,16,5.33,0,100.0,5.33
2923,Damien Williams,RB,26.25,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,5,4,16,4.0,1,80.0,3.2
2924,Ryan Grant,WR,27.355,12/9/2018,NFL,IND,@,HOU,W 24-21,13,14,Sun,1,1,15,15.0,0,100.0,15.0
2925,Eric Saubert,TE,24.221999999999998,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,3,2,15,7.5,0,66.7,5.0
2926,Chris Thompson,RB,28.05,12/9/2018,NFL,WAS,,NYG,L 16-40,13,14,Sun,5,3,15,5.0,0,60.0,3.0
2927,James White,RB,26.309,12/9/2018,NFL,NWE,@,MIA,L 33-34,13,14,Sun,4,2,15,7.5,0,50.0,3.75
2928,Chris Herndon,TE,22.289,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,2,1,14,14.0,0,50.0,7.0
2929,Ito Smith,RB,23.089000000000002,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,4,3,14,4.67,0,75.0,3.5
2930,Courtland Sutton,WR,23.06,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,6,2,14,7.0,0,33.3,2.33
2931,Deonte Thompson,WR,29.298000000000002,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,2,1,14,14.0,0,50.0,7.0
2932,Tyrell Williams,WR,26.3,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,4,3,14,4.67,0,75.0,3.5
2933,Giovani Bernard,HB,27.017,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,2,2,13,6.5,0,100.0,6.5
2934,Chris Conley,WR,26.045,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,3,2,13,6.5,0,66.7,4.33
2935,Chris Godwin,WR,22.285,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,10,1,13,13.0,0,10.0,1.3
2936,Jimmy Graham,TE,32.015,12/9/2018,NFL,GNB,,ATL,W 34-20,13,14,Sun,5,2,13,6.5,0,40.0,2.6
2937,Jordan Leggett,TE,23.311999999999998,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,2,1,13,13.0,0,50.0,6.5
2938,Byron Marshall,RB,24.299,12/9/2018,NFL,WAS,,NYG,L 16-40,13,14,Sun,3,3,13,4.33,0,100.0,4.33
2939,Joe Webb,QB,32.025,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,3,2,13,6.5,0,66.7,4.33
2940,Antony Auclair,TE,25.195,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,1,1,12,12.0,0,100.0,12.0
2941,Cameron Brate,TE,27.159000000000002,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,4,2,12,6.0,2,50.0,3.0
2942,David Johnson,RB,26.358,12/9/2018,NFL,ARI,,DET,L 3-17,13,14,Sun,10,8,12,1.5,0,80.0,1.2
2943,James O'Shaughnessy,TE,26.326,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,4,3,12,4.0,0,75.0,3.0
2944,Equanimeous St. Brown,WR,22.07,12/9/2018,NFL,GNB,,ATL,W 34-20,13,14,Sun,3,2,12,6.0,0,66.7,4.0
2945,Nick Vannett,TE,25.279,12/10/2018,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,12,12.0,0,100.0,12.0
2946,Travis Benjamin,WR,28.345,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,1,1,11,11.0,0,100.0,11.0
2947,Devontae Booker,RB,26.195999999999998,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,2,2,11,5.5,0,100.0,5.5
2948,Tyler Conklin,TE,23.133000000000003,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,2,1,11,11.0,0,50.0,5.5
2949,John Ross,WR,24.011999999999997,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,4,2,11,5.5,1,50.0,2.75
2950,Russell Shepard,WR,28.083000000000002,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,4,1,11,11.0,1,25.0,2.75
2951,James Washington,WR,22.250999999999998,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,4,2,11,5.5,0,50.0,2.75
2952,Danny Amendola,WR,33.037,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,1,1,10,10.0,0,100.0,10.0
2953,Rashad Greene,WR,26.074,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,2,1,10,10.0,0,50.0,5.0
2954,Jermaine Kearse,WR,28.305999999999997,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,2,1,10,10.0,0,50.0,5.0
2955,Calvin Ridley,WR,23.354,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,4,1,10,10.0,0,25.0,2.5
2956,Maxx Williams,TE,24.241,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,1,1,10,10.0,1,100.0,10.0
2957,T.J. Yeldon,RB,25.065,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,1,1,10,10.0,0,100.0,10.0
2958,Orson Charles,TE,27.316,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,1,1,9,9.0,0,100.0,9.0
2959,George Fant,T,26.144000000000002,12/10/2018,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,9,9.0,0,100.0,9.0
2960,Tyler Higbee,TE,25.342,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,1,1,9,9.0,0,100.0,9.0
2961,Allen Hurns,WR,27.026999999999997,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,1,1,9,9.0,0,100.0,9.0
2962,MyCole Pruitt,TE,26.256999999999998,12/6/2018,NFL,TEN,,JAX,W 30-9,13,14,Thu,1,1,9,9.0,0,100.0,9.0
2963,Marcus Murphy,RB,27.274,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,1,1,8,8.0,0,100.0,8.0
2964,Darrel Williams,RB,23.238000000000003,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,1,1,8,8.0,0,100.0,8.0
2965,Jesus Wilson,WR,23.318,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,1,1,8,8.0,0,100.0,8.0
2966,Kyle Rudolph,TE,29.031,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,5,2,7,3.5,0,40.0,1.4
2967,Luke Stocker,TE,30.142,12/6/2018,NFL,TEN,,JAX,W 30-9,13,14,Thu,1,1,7,7.0,0,100.0,7.0
2968,Golden Tate,WR,30.129,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,1,7,7.0,0,33.3,2.33
2969,Charles Clay,TE,29.299,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,2,1,6,6.0,0,50.0,3.0
2970,Bennie Fowler,WR,27.182,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,1,1,6,6.0,1,100.0,6.0
2971,Jordan Matthews,WR,26.146,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,1,1,6,6.0,0,100.0,6.0
2972,Rishard Matthews,WR,29.058000000000003,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,1,1,6,6.0,0,100.0,6.0
2973,Trent Taylor,WR,24.223000000000003,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,2,1,6,6.0,0,50.0,3.0
2974,Jeff Wilson,RB,23.023000000000003,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,2,1,6,6.0,0,50.0,3.0
2975,Mike Davis,RB,25.294,12/10/2018,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,5,5.0,0,100.0,5.0
2976,Leonard Fournette,RB,23.322,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,3,2,5,2.5,0,66.7,1.67
2977,Kenny Golladay,WR,25.035999999999998,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,4,2,5,2.5,0,50.0,1.25
2978,Andy Jones,WR,24.164,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,2,1,5,5.0,0,50.0,2.5
2979,Brian Parker,TE,26.193,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,2,1,5,5.0,0,50.0,2.5
2980,Jalen Richard,RB,25.055,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,1,1,5,5.0,0,100.0,5.0
2981,Logan Thomas,TE,27.160999999999998,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,2,1,5,5.0,0,50.0,2.5
2982,Trenton Cannon,RB,24.139,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,1,1,4,4.0,0,100.0,4.0
2983,Ed Dickson,TE,31.138,12/10/2018,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,4,4.0,0,100.0,4.0
2984,Rex Burkhead,RB,28.16,12/9/2018,NFL,NWE,@,MIA,L 33-34,13,14,Sun,2,1,3,3.0,0,50.0,1.5
2985,Matt LaCosse,TE,26.079,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,1,1,3,3.0,0,100.0,3.0
2986,Alfred Morris,RB,29.362,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,1,1,3,3.0,0,100.0,3.0
2987,Adrian Peterson,RB,33.263000000000005,12/9/2018,NFL,WAS,,NYG,L 16-40,13,14,Sun,1,1,3,3.0,0,100.0,3.0
2988,Lee Smith,TE,31.018,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,1,1,3,3.0,1,100.0,3.0
2989,Peyton Barber,RB,24.285,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,2,1,2,2.0,0,50.0,1.0
2990,Isaiah Crowell,RB,25.335,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,1,1,2,2.0,0,100.0,2.0
2991,Jordan Howard,RB,24.037,12/9/2018,NFL,CHI,,LAR,W 15-6,13,14,Sun,1,1,2,2.0,0,100.0,2.0
2992,Bradley Sowell,OL,29.186,12/9/2018,NFL,CHI,,LAR,W 15-6,13,14,Sun,1,1,2,2.0,1,100.0,2.0
2993,Derek Watt,FB,26.031999999999996,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,1,1,2,2.0,0,100.0,2.0
2994,Mark Ingram,RB,28.353,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,3,1,1,1.0,0,33.3,0.33
2995,Zach Line,FB,28.197,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,1,1,1,1.0,1,100.0,1.0
2996,Ty Montgomery,WR,25.320999999999998,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,3,1,1,1.0,0,33.3,0.33
2997,Ryan Switzer,WR,24.035,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,1,1,1,1.0,0,100.0,1.0
2998,Brandon Bolden,RB,28.316999999999997,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,1,1,0,0.0,0,100.0,0.0
2999,Jaron Brown,WR,28.336,12/10/2018,NFL,SEA,,MIN,W 21-7,13,14,Mon,1,1,0,0.0,0,100.0,0.0
3000,Antonio Callaway,WR,21.334,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,1,1,0,0.0,0,100.0,0.0
3001,DeAndre Carter,WR,25.243000000000002,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,1,1,0,0.0,0,100.0,0.0
3002,Rico Gathers,TE,24.336,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,1,1,-1,-1.0,0,100.0,-1.0
3003,Carlos Hyde,RB,28.076999999999998,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,1,1,-3,-3.0,0,100.0,-3.0
3004,Tevin Coleman,RB,25.237,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,1,1,-4,-4.0,0,100.0,-4.0
3005,Joe Staley,LT,34.101,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,1,1,-5,-5.0,0,100.0,-5.0
3006,DeAndre Hopkins,WR,26.191999999999997,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,11,10,170,17.0,2,90.9,15.45
3007,Alshon Jeffery,WR,28.305,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,8,8,160,20.0,0,100.0,20.0
3008,Kenny Golladay,WR,25.043000000000003,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,8,7,146,20.86,0,87.5,18.25
3009,Mike Evans,WR,25.116999999999997,12/16/2018,NFL,TAM,@,BAL,L 12-20,14,15,Sun,9,4,121,30.25,0,44.4,13.44
3010,Davante Adams,WR,25.357,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,13,8,119,14.88,0,61.5,9.15
3011,Robert Foster,WR,24.223000000000003,12/16/2018,NFL,BUF,,DET,W 14-13,14,15,Sun,5,4,108,27.0,1,80.0,21.6
3012,Robby Anderson,WR,25.22,12/15/2018,NFL,NYJ,,HOU,L 22-29,14,15,Sat,11,7,96,13.71,1,63.6,8.73
3013,Julian Edelman,WR,32.208,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,11,7,90,12.86,0,63.6,8.18
3014,Jordy Nelson,WR,33.199,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,8,6,88,14.67,0,75.0,11.0
3015,T.Y. Hilton,WR,29.031999999999996,12/16/2018,NFL,IND,,DAL,W 23-0,14,15,Sun,8,5,85,17.0,0,62.5,10.63
3016,Dante Pettis,WR,23.054000000000002,12/16/2018,NFL,SFO,,SEA,W 26-23,14,15,Sun,5,5,83,16.6,0,100.0,16.6
3017,Larry Fitzgerald,WR,35.107,12/16/2018,NFL,ARI,@,ATL,L 14-40,14,15,Sun,8,7,82,11.71,0,87.5,10.25
3018,Julio Jones,WR,29.316,12/16/2018,NFL,ATL,,ARI,W 40-14,14,15,Sun,8,6,82,13.67,1,75.0,10.25
3019,Doug Baldwin,WR,30.086,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,6,4,77,19.25,2,66.7,12.83
3020,Todd Gurley,HB,24.135,12/16/2018,NFL,LAR,,PHI,L 23-30,14,15,Sun,13,10,76,7.6,0,76.9,5.85
3021,Mike Williams,WR,24.07,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,9,7,76,10.86,2,77.8,8.44
3022,Evan Engram,TE,24.105,12/16/2018,NFL,NYG,,TEN,L 0-17,14,15,Sun,12,8,75,9.38,0,66.7,6.25
3023,Damien Williams,RB,26.254,12/13/2018,NFL,KAN,,LAC,L 28-29,14,15,Thu,6,6,74,12.33,0,100.0,12.33
3024,Robert Woods,WR,26.25,12/16/2018,NFL,LAR,,PHI,L 23-30,14,15,Sun,9,7,74,10.57,0,77.8,8.22
3025,Tyrell Williams,WR,26.304000000000002,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,12,6,71,11.83,0,50.0,5.92
3026,Josh Reynolds,WR,23.303,12/16/2018,NFL,LAR,,PHI,L 23-30,14,15,Sun,12,5,70,14.0,0,41.7,5.83
3027,Chris Hogan,WR,30.053,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,3,2,68,34.0,1,66.7,22.67
3028,David Johnson,RB,27.0,12/16/2018,NFL,ARI,@,ATL,L 14-40,14,15,Sun,6,3,68,22.67,0,50.0,11.33
3029,Christian McCaffrey,RB,22.193,12/17/2018,NFL,CAR,,NOR,L 9-12,14,15,Mon,11,8,67,8.38,0,72.7,6.09
3030,Jalen Richard,RB,25.061999999999998,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,6,5,67,13.4,0,83.3,11.17
3031,Tim Patrick,WR,25.022,12/15/2018,NFL,DEN,,CLE,L 16-17,14,15,Sat,8,5,65,13.0,0,62.5,8.13
3032,James Washington,WR,22.258000000000003,12/16/2018,NFL,PIT,,NWE,W 17-10,14,15,Sun,4,3,65,21.67,0,75.0,16.25
3033,Mike Davis,RB,25.3,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,8,8,63,7.88,0,100.0,7.88
3034,Garrett Celek,TE,30.201,12/16/2018,NFL,SFO,,SEA,W 26-23,14,15,Sun,2,2,61,30.5,1,100.0,30.5
3035,Travis Kelce,TE,29.069000000000003,12/13/2018,NFL,KAN,,LAC,L 28-29,14,15,Thu,9,7,61,8.71,0,77.8,6.78
3036,Brandin Cooks,WR,25.081999999999997,12/16/2018,NFL,LAR,,PHI,L 23-30,14,15,Sun,7,6,59,9.83,0,85.7,8.43
3037,Demaryius Thomas,WR,30.355,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,8,6,59,9.83,0,75.0,7.38
3038,Willie Snead,WR,26.06,12/16/2018,NFL,BAL,,TAM,W 20-12,14,15,Sun,6,5,58,11.6,0,83.3,9.67
3039,Travis Benjamin,WR,28.349,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,3,2,57,28.5,0,66.7,19.0
3040,DeAndre Carter,WR,25.249000000000002,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,3,2,55,27.5,0,66.7,18.33
3041,Antonio Gates,TE,38.178000000000004,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,5,4,54,13.5,0,80.0,10.8
3042,Allen Robinson,WR,25.114,12/16/2018,NFL,CHI,,GNB,W 24-17,14,15,Sun,7,3,54,18.0,0,42.9,7.71
3043,Tyler Conklin,TE,23.139,12/16/2018,NFL,MIN,,MIA,W 41-17,14,15,Sun,3,2,53,26.5,0,66.7,17.67
3044,Chris Herndon,TE,22.295,12/15/2018,NFL,NYJ,,HOU,L 22-29,14,15,Sat,4,3,53,17.67,0,75.0,13.25
3045,Isaiah McKenzie,WR,23.250999999999998,12/16/2018,NFL,BUF,,DET,W 14-13,14,15,Sun,7,6,53,8.83,0,85.7,7.57
3046,George Kittle,TE,25.068,12/16/2018,NFL,SFO,,SEA,W 26-23,14,15,Sun,8,3,51,17.0,0,37.5,6.38
3047,Chris Manhertz,TE,26.250999999999998,12/17/2018,NFL,CAR,,NOR,L 9-12,14,15,Mon,2,1,50,50.0,1,50.0,25.0
3048,Antonio Brown,WR,30.159000000000002,12/16/2018,NFL,PIT,,NWE,W 17-10,14,15,Sun,7,4,49,12.25,1,57.1,7.0
3049,Stefon Diggs,WR,25.017,12/16/2018,NFL,MIN,,MIA,W 41-17,14,15,Sun,7,4,49,12.25,1,57.1,7.0
3050,Michael Thomas,WR,25.289,12/17/2018,NFL,NOR,@,CAR,W 12-9,14,15,Mon,9,7,49,7.0,0,77.8,5.44
3051,Matt Breida,RB,23.291,12/16/2018,NFL,SFO,,SEA,W 26-23,14,15,Sun,5,5,46,9.2,0,100.0,9.2
3052,Jamison Crowder,WR,25.182,12/16/2018,NFL,WAS,@,JAX,W 16-13,14,15,Sun,4,4,46,11.5,0,100.0,11.5
3053,Gerald Everett,TE,24.174,12/16/2018,NFL,LAR,,PHI,L 23-30,14,15,Sun,7,5,46,9.2,0,71.4,6.57
3054,DaeSean Hamilton,WR,23.28,12/15/2018,NFL,DEN,,CLE,L 16-17,14,15,Sat,12,7,46,6.57,0,58.3,3.83
3055,Tyreek Hill,WR,24.287,12/13/2018,NFL,KAN,,LAC,L 28-29,14,15,Thu,7,4,46,11.5,0,57.1,6.57
3056,Nyheim Hines,RB,22.034000000000002,12/16/2018,NFL,IND,,DAL,W 23-0,14,15,Sun,6,4,45,11.25,0,66.7,7.5
3057,Blake Jarwin,TE,24.153000000000002,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,45,11.25,0,57.1,6.43
3058,Tyler Lockett,WR,26.079,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,2,2,45,22.5,0,100.0,22.5
3059,Aldrick Robinson,WR,30.083000000000002,12/16/2018,NFL,MIN,,MIA,W 41-17,14,15,Sun,2,2,44,22.0,1,100.0,22.0
3060,Darren Waller,TE,26.094,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,1,1,44,44.0,0,100.0,44.0
3061,Bennie Fowler,WR,27.189,12/16/2018,NFL,NYG,,TEN,L 0-17,14,15,Sun,4,2,43,21.5,0,50.0,10.75
3062,Matt LaCosse,TE,26.085,12/15/2018,NFL,DEN,,CLE,L 16-17,14,15,Sat,6,4,43,10.75,0,66.7,7.17
3063,Golden Tate,WR,30.136,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,5,5,43,8.6,0,100.0,8.6
3064,Cole Beasley,WR,29.234,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,42,10.5,0,57.1,6.0
3065,Calvin Ridley,WR,23.361,12/16/2018,NFL,ATL,,ARI,W 40-14,14,15,Sun,7,5,42,8.4,0,71.4,6.0
3066,Courtland Sutton,WR,23.066,12/15/2018,NFL,DEN,,CLE,L 16-17,14,15,Sat,6,5,42,8.4,0,83.3,7.0
3067,Jamaal Williams,RB,23.256999999999998,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,5,4,42,10.5,0,80.0,8.4
