,Age,Fantasy Points,Opp RYPG,Opp PYPG,Rush Att/G,Rush Yds/G,Rush TDs/G,Tgt/G,Rec/G,Rec Yds/G,Rec TDs/G
888,25.065,2.2,99.5625,206.625,8.333333333333334,33.416666666666664,0.08333333333333333,6.25,4.416666666666667,39.333333333333336,0.3333333333333333
889,28.169,0.5,115.375,260.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
890,25.335,1.2000000000000002,97.9375,171.25,11.416666666666666,56.666666666666664,0.5,2.1666666666666665,1.5833333333333333,12.25,0.0
891,23.03,0.5,117.875,207.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,28.197,7.0,120.6875,236.875,0.25,1.0,0.0,0.0,0.0,0.0,0.0
893,24.299,3.2,121.125,223.5625,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,0.0
894,29.362,1.2000000000000002,106.0625,225.625,7.75,26.083333333333332,0.08333333333333333,0.75,0.5,5.5,0.0
895,28.326,0.4,108.125,235.6875,8.916666666666666,38.583333333333336,0.4166666666666667,1.25,1.0833333333333333,7.416666666666667,0.0
896,29.316,6.4,136.6875,222.9375,1.3333333333333333,4.333333333333333,0.0,0.0,0.0,0.0,0.0
897,24.139,7.2,97.9375,171.25,1.8333333333333333,6.416666666666667,0.0,1.25,0.8333333333333334,8.25,0.0
898,25.2,0.30000000000000004,104.75,215.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,24.346,29.5,121.125,223.5625,11.153846153846153,54.76923076923077,0.6923076923076923,1.0,0.9230769230769231,6.0,0.0
900,25.244,20.5,134.9375,198.4375,10.615384615384615,43.0,0.15384615384615385,3.1538461538461537,2.3846153846153846,20.53846153846154,0.38461538461538464
901,22.149,18.2,111.5,239.125,1.7692307692307692,4.538461538461538,0.0,1.0769230769230769,1.0,8.153846153846153,0.15384615384615385
902,22.284000000000002,27.4,87.0625,217.9375,10.076923076923077,47.38461538461539,0.38461538461538464,1.3846153846153846,0.9230769230769231,6.923076923076923,0.07692307692307693
903,23.128,28.8,140.375,236.4375,6.6923076923076925,28.23076923076923,0.0,3.0,2.4615384615384617,17.076923076923077,0.15384615384615385
904,22.145,26.0,136.6875,222.9375,13.846153846153847,66.61538461538461,0.46153846153846156,3.6923076923076925,2.923076923076923,21.76923076923077,0.07692307692307693
905,22.359,18.6,98.125,177.75,0.23076923076923078,0.7692307692307693,0.0,0.0,0.0,0.0,0.0
906,24.090999999999998,23.8,104.75,215.6875,13.76923076923077,61.07692307692308,0.38461538461538464,1.2307692307692308,1.0,9.76923076923077,0.0
907,23.247,16.4,120.6875,236.875,6.923076923076923,34.30769230769231,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.0
908,22.353,10.0,106.0625,225.625,11.076923076923077,58.46153846153846,0.6153846153846154,1.4615384615384615,1.2307692307692308,11.538461538461538,0.15384615384615385
909,23.147,16.3,96.75,228.4375,20.615384615384617,97.07692307692308,0.46153846153846156,6.230769230769231,5.0,38.61538461538461,0.23076923076923078
910,24.291999999999998,15.9,77.125,177.4375,14.076923076923077,52.07692307692308,0.3076923076923077,1.3846153846153846,1.0769230769230769,5.615384615384615,0.07692307692307693
911,28.331999999999997,12.8,140.375,236.4375,8.461538461538462,35.92307692307692,0.38461538461538464,1.1538461538461537,1.0,6.846153846153846,0.0
912,23.145,19.8,98.75,239.0625,13.307692307692308,61.0,0.8461538461538461,6.923076923076923,5.384615384615385,45.46153846153846,0.3076923076923077
913,28.361,8.4,98.75,239.0625,8.461538461538462,39.92307692307692,0.38461538461538464,1.6153846153846154,1.2307692307692308,10.461538461538462,0.07692307692307693
914,24.044,14.0,117.875,207.75,15.153846153846153,54.84615384615385,0.38461538461538464,1.3846153846153846,1.2307692307692308,8.307692307692308,0.0
915,23.302,5.9,91.3125,216.375,12.615384615384615,54.30769230769231,0.38461538461538464,0.7692307692307693,0.5384615384615384,3.8461538461538463,0.0
916,23.235,16.0,117.375,258.0625,1.8461538461538463,10.384615384615385,0.07692307692307693,0.3076923076923077,0.3076923076923077,4.076923076923077,0.0
917,23.256999999999998,17.700000000000006,77.8125,213.625,6.384615384615385,23.615384615384617,0.07692307692307693,1.5384615384615385,1.0769230769230769,7.0,0.0
918,22.193,16.0,76.4375,241.0625,13.76923076923077,71.23076923076923,0.5384615384615384,7.615384615384615,6.615384615384615,53.92307692307692,0.46153846153846156
919,33.27,8.100000000000001,111.0625,191.8125,15.538461538461538,67.07692307692308,0.5384615384615384,1.5384615384615385,1.3076923076923077,13.846153846153847,0.07692307692307693
920,23.291,12.1,108.125,235.6875,10.153846153846153,57.23076923076923,0.23076923076923078,1.9230769230769231,1.6153846153846154,16.076923076923077,0.15384615384615385
921,26.254,27.3,98.1875,210.0625,1.0,4.0,0.07692307692307693,0.5384615384615384,0.46153846153846156,1.7692307692307692,0.07692307692307693
922,24.329,5.5,120.6875,236.875,2.230769230769231,10.76923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,2.076923076923077,0.0
923,24.135,29.4,102.8125,260.75,18.76923076923077,92.53846153846153,1.1538461538461537,5.230769230769231,3.769230769230769,38.76923076923077,0.3076923076923077
924,24.320999999999998,18.7,125.25,218.75,4.769230769230769,20.076923076923077,0.07692307692307693,1.9230769230769231,1.3846153846153846,13.307692307692308,0.15384615384615385
925,24.241999999999997,5.8000000000000025,105.25,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,23.331999999999997,7.9,109.5,235.8125,8.0,26.923076923076923,0.3076923076923077,1.3076923076923077,1.2307692307692308,10.692307692307692,0.07692307692307693
927,23.03,4.6000000000000005,108.125,235.6875,3.4615384615384617,14.153846153846153,0.0,0.9230769230769231,0.7692307692307693,6.6923076923076925,0.0
928,27.094,12.0,97.9375,171.25,1.2307692307692308,6.3076923076923075,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0
929,24.197,14.6,77.5625,226.125,3.230769230769231,12.153846153846153,0.07692307692307693,1.5384615384615385,0.8461538461538461,6.923076923076923,0.0
930,29.337,3.9,140.3125,253.75,9.307692307692308,36.69230769230769,0.23076923076923078,1.3076923076923077,1.1538461538461537,7.538461538461538,0.0
931,28.08,5.9,121.125,223.5625,10.846153846153847,36.69230769230769,0.07692307692307693,3.6153846153846154,3.1538461538461537,21.692307692307693,0.07692307692307693
932,27.281,3.5,105.25,224.0,3.1538461538461537,16.53846153846154,0.0,1.3076923076923077,0.8461538461538461,2.0,0.0
933,24.281999999999996,6.3000000000000025,117.375,258.0625,0.3076923076923077,1.1538461538461537,0.0,0.0,0.0,0.0,0.0
934,23.096,4.9,134.9375,198.4375,5.769230769230769,22.076923076923077,0.3076923076923077,1.7692307692307692,1.5384615384615385,7.615384615384615,0.0
935,27.0,17.6,125.0625,233.3125,16.923076923076923,62.30769230769231,0.46153846153846156,4.6923076923076925,3.3076923076923075,26.153846153846153,0.15384615384615385
936,24.182,3.2,109.5,235.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,21.31,7.6,99.5625,206.625,16.076923076923077,86.46153846153847,0.6923076923076923,7.384615384615385,6.0,48.38461538461539,0.3076923076923077
938,35.179,6.1000000000000005,125.25,218.75,0.6923076923076923,2.4615384615384617,0.07692307692307693,0.5384615384615384,0.3076923076923077,1.6923076923076923,0.0
939,22.051,8.8,125.25,218.75,6.3076923076923075,31.76923076923077,0.15384615384615385,0.5384615384615384,0.3076923076923077,1.9230769230769231,0.0
940,25.083000000000002,7.3000000000000025,106.0625,225.625,1.6923076923076923,11.307692307692308,0.0,2.6923076923076925,2.0,22.23076923076923,0.23076923076923078
941,28.166999999999998,5.8,91.3125,216.375,1.9230769230769231,6.461538461538462,0.0,0.38461538461538464,0.23076923076923078,2.0,0.0
942,24.144000000000002,6.4,115.375,260.25,12.923076923076923,74.38461538461539,0.6923076923076923,2.8461538461538463,2.230769230769231,16.153846153846153,0.07692307692307693
943,22.247,5.4,125.0625,233.3125,2.5384615384615383,11.692307692307692,0.15384615384615385,1.2307692307692308,1.1538461538461537,5.846153846153846,0.0
944,25.3,12.4,104.75,215.6875,6.923076923076923,31.923076923076923,0.23076923076923078,2.076923076923077,1.6923076923076923,10.23076923076923,0.07692307692307693
945,22.034000000000002,8.4,87.0625,217.9375,5.615384615384615,22.153846153846153,0.07692307692307693,4.615384615384615,3.769230769230769,22.923076923076923,0.15384615384615385
946,29.323,1.6,111.5,239.125,1.6153846153846154,4.3076923076923075,0.07692307692307693,0.0,0.0,0.0,0.0
947,25.114,1.4,99.5625,206.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,35.216,1.4,98.125,177.75,11.615384615384615,54.46153846153846,0.0,1.2307692307692308,0.9230769230769231,9.538461538461538,0.07692307692307693
949,26.34,1.4,96.75,228.4375,1.3846153846153846,5.6923076923076925,0.0,0.46153846153846156,0.46153846153846156,2.923076923076923,0.0
950,24.145,5.2,77.5625,226.125,2.076923076923077,6.153846153846154,0.07692307692307693,1.2307692307692308,0.8461538461538461,7.923076923076923,0.0
951,23.241999999999997,10.2,98.1875,210.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,28.324,1.2000000000000002,98.125,177.75,0.23076923076923078,5.384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0
953,26.316,6.2,91.3125,216.375,5.923076923076923,26.692307692307693,0.3076923076923077,6.538461538461538,4.6923076923076925,43.53846153846154,0.38461538461538464
954,32.010999999999996,0.9,97.9375,171.25,9.307692307692308,28.307692307692307,0.38461538461538464,0.6923076923076923,0.6153846153846154,5.538461538461538,0.0
955,29.23,0.9,105.25,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,25.061999999999998,10.1,140.3125,253.75,2.923076923076923,17.923076923076923,0.0,3.3846153846153846,3.0,24.846153846153847,0.0
957,28.057,1.8,111.0625,191.8125,1.9230769230769231,10.384615384615385,0.0,1.9230769230769231,1.3846153846153846,10.153846153846153,0.07692307692307693
958,24.014,0.8,77.8125,213.625,9.923076923076923,55.38461538461539,0.6153846153846154,2.6153846153846154,2.0,15.846153846153847,0.07692307692307693
959,27.234,0.8,124.4375,228.0625,14.615384615384615,69.92307692307692,0.3076923076923077,2.3846153846153846,1.7692307692307692,12.538461538461538,0.07692307692307693
960,27.024,4.2,136.6875,222.9375,3.5384615384615383,15.307692307692308,0.23076923076923078,2.923076923076923,2.1538461538461537,13.384615384615385,0.0
961,22.294,1.3,115.375,260.25,7.846153846153846,33.30769230769231,0.38461538461538464,0.46153846153846156,0.38461538461538464,2.1538461538461537,0.0
962,23.037,0.7000000000000001,134.9375,198.4375,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.0
963,27.232,2.5,124.4375,228.0625,10.307692307692308,35.92307692307692,0.15384615384615385,1.0,0.9230769230769231,8.23076923076923,0.0
964,24.324,4.9,98.125,177.75,7.230769230769231,35.15384615384615,0.3076923076923077,4.153846153846154,2.923076923076923,26.615384615384617,0.38461538461538464
965,28.205,0.6000000000000001,98.75,239.0625,0.3076923076923077,1.2307692307692308,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
966,27.316,22.7,134.9375,198.4375,1.5714285714285714,7.5,0.0,0.07142857142857142,0.07142857142857142,1.7142857142857142,0.07142857142857142
967,33.275999999999996,13.2,99.5625,206.625,15.785714285714286,65.92857142857143,0.5,1.6428571428571428,1.3571428571428572,14.285714285714286,0.07142857142857142
968,24.09800000000001,23.6,117.375,258.0625,14.357142857142858,65.21428571428571,0.42857142857142855,1.5714285714285714,1.3571428571428572,11.142857142857142,0.0
969,23.309,17.6,97.9375,171.25,12.642857142857142,54.642857142857146,0.35714285714285715,0.7142857142857143,0.5,3.5714285714285716,0.0
970,23.044,11.5,98.75,239.0625,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
971,22.361,12.5,140.3125,253.75,11.714285714285714,61.42857142857143,0.5714285714285714,1.3571428571428572,1.1428571428571428,10.714285714285714,0.14285714285714285
972,29.345,18.1,106.0625,225.625,9.285714285714286,36.857142857142854,0.21428571428571427,1.2142857142857142,1.0714285714285714,7.0,0.0
973,26.264,23.5,108.125,235.6875,1.6428571428571428,7.214285714285714,0.21428571428571427,0.9285714285714286,0.8571428571428571,6.928571428571429,0.07142857142857142
974,22.199,23.8,125.0625,233.3125,13.857142857142858,69.92857142857143,0.5,7.857142857142857,6.714285714285714,54.857142857142854,0.42857142857142855
975,23.264,24.6,124.4375,228.0625,6.785714285714286,25.857142857142858,0.14285714285714285,1.7857142857142858,1.2857142857142858,9.5,0.0
976,23.253,11.0,98.1875,210.0625,7.785714285714286,39.285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.5,0.0
977,23.154,13.4,120.6875,236.875,20.428571428571427,96.35714285714286,0.42857142857142855,6.357142857142857,5.142857142857143,38.785714285714285,0.21428571428571427
978,24.351999999999997,15.7,109.5,235.8125,12.714285714285714,63.0,0.7857142857142857,1.0,0.9285714285714286,5.571428571428571,0.0
979,23.135,12.3,105.25,224.0,7.571428571428571,35.92857142857143,0.14285714285714285,2.9285714285714284,2.357142857142857,17.785714285714285,0.14285714285714285
980,22.151999999999997,8.8,115.375,260.25,14.785714285714286,71.07142857142857,0.5714285714285714,3.7142857142857144,2.857142857142857,20.285714285714285,0.07142857142857142
981,24.051,14.0,104.75,215.6875,15.428571428571429,55.214285714285715,0.42857142857142855,1.3571428571428572,1.2142857142857142,8.785714285714286,0.0
982,22.156,13.9,76.4375,241.0625,3.0,14.357142857142858,0.0,1.1428571428571428,1.0714285714285714,9.714285714285714,0.14285714285714285
983,25.250999999999998,5.1000000000000005,98.75,239.0625,10.642857142857142,50.285714285714285,0.21428571428571427,2.9285714285714284,2.2142857142857144,19.071428571428573,0.35714285714285715
984,28.094,4.7,140.375,236.4375,11.0,36.5,0.35714285714285715,0.6428571428571429,0.5,2.142857142857143,0.0
985,24.153000000000002,6.7,136.6875,222.9375,13.0,70.78571428571429,0.6428571428571429,3.0714285714285716,2.357142857142857,16.428571428571427,0.07142857142857142
986,27.101,7.7,98.125,177.75,1.8571428571428572,9.071428571428571,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.0
987,24.299,7.1000000000000005,87.0625,217.9375,14.428571428571429,54.42857142857143,0.35714285714285715,1.4285714285714286,1.1428571428571428,5.5,0.07142857142857142
988,21.316999999999997,16.2,96.75,228.4375,15.928571428571429,82.5,0.6428571428571429,7.571428571428571,5.857142857142857,46.714285714285715,0.2857142857142857
989,23.339000000000002,14.6,140.375,236.4375,8.214285714285714,28.285714285714285,0.2857142857142857,1.5,1.3571428571428572,11.214285714285714,0.07142857142857142
990,25.253,12.9,77.125,177.4375,10.928571428571429,57.285714285714285,0.6428571428571429,4.285714285714286,3.142857142857143,32.357142857142854,0.2857142857142857
991,26.323,12.4,97.9375,171.25,5.642857142857143,25.642857142857142,0.2857142857142857,6.571428571428571,4.714285714285714,42.214285714285715,0.35714285714285715
992,22.08,5.4,134.9375,198.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,28.174,9.9,97.9375,171.25,2.0714285714285716,7.785714285714286,0.0,0.5714285714285714,0.42857142857142855,3.142857142857143,0.0
994,29.002,10.8,91.3125,216.375,8.714285714285714,41.57142857142857,0.35714285714285715,1.6428571428571428,1.2857142857142858,10.5,0.07142857142857142
995,27.006999999999998,13.2,125.25,218.75,16.5,60.214285714285715,0.5,4.785714285714286,3.2857142857142856,29.142857142857142,0.14285714285714285
996,24.205,22.0,117.875,207.75,4.285714285714286,14.285714285714286,0.14285714285714285,1.7142857142857142,1.0,8.5,0.0
997,22.291,10.3,121.125,223.5625,11.285714285714286,53.92857142857143,0.5,1.3571428571428572,0.9285714285714286,7.142857142857143,0.07142857142857142
998,24.249000000000002,5.7,111.5,239.125,1.0,3.2857142857142856,0.0,0.07142857142857142,0.07142857142857142,0.5,0.0
999,35.186,18.3,77.5625,226.125,0.8571428571428571,4.428571428571429,0.07142857142857142,0.7857142857142857,0.5,2.7142857142857144,0.0
1000,25.307,3.1,117.375,258.0625,6.785714285714286,31.142857142857142,0.21428571428571427,2.5,2.142857142857143,14.0,0.07142857142857142
1001,32.018,3.4000000000000004,98.125,177.75,9.142857142857142,26.928571428571427,0.35714285714285715,0.6428571428571429,0.5714285714285714,5.142857142857143,0.0
1002,24.335,5.8000000000000025,98.1875,210.0625,2.857142857142857,13.428571428571429,0.14285714285714285,0.21428571428571427,0.21428571428571427,2.0714285714285716,0.0
1003,23.037,4.800000000000002,77.8125,213.625,3.7142857142857144,16.428571428571427,0.0,0.8571428571428571,0.7142857142857143,6.214285714285714,0.0
1004,24.331,7.4,111.0625,191.8125,6.785714285714286,33.07142857142857,0.2857142857142857,4.071428571428571,2.9285714285714284,26.714285714285715,0.35714285714285715
1005,23.151,24.5,91.3125,216.375,13.357142857142858,61.42857142857143,0.8571428571428571,7.071428571428571,5.5,44.785714285714285,0.2857142857142857
1006,28.339000000000002,3.8,105.25,224.0,8.928571428571429,38.214285714285715,0.42857142857142855,1.0714285714285714,0.9285714285714286,6.357142857142857,0.0
1007,22.058000000000003,2.1,77.5625,226.125,6.928571428571429,31.5,0.21428571428571427,0.5,0.2857142857142857,1.7857142857142858,0.0
1008,26.211,5.7,136.6875,222.9375,1.7142857142857142,10.285714285714286,0.07142857142857142,1.5714285714285714,1.1428571428571428,9.071428571428571,0.0
1009,22.303,2.1,136.6875,222.9375,7.571428571428571,31.428571428571427,0.35714285714285715,0.5,0.42857142857142855,2.0714285714285716,0.0
1010,23.298000000000002,3.1,77.8125,213.625,10.642857142857142,56.714285714285715,0.21428571428571427,2.142857142857143,1.8571428571428572,18.214285714285715,0.14285714285714285
1011,22.254,2.6,125.25,218.75,2.9285714285714284,12.428571428571429,0.14285714285714285,1.2857142857142858,1.2142857142857142,7.0,0.0
1012,28.063000000000002,3.3000000000000003,99.5625,206.625,2.142857142857143,10.285714285714286,0.0,1.9285714285714286,1.3571428571428572,9.714285714285714,0.07142857142857142
1013,27.24,6.0,102.8125,260.75,10.214285714285714,33.785714285714285,0.14285714285714285,1.0714285714285714,1.0,8.285714285714286,0.0
1014,23.15,2.4000000000000004,104.75,215.6875,5.428571428571429,26.357142857142858,0.07142857142857142,5.285714285714286,4.071428571428571,46.42857142857143,0.2857142857142857
1015,24.083000000000002,1.2000000000000002,96.75,228.4375,2.857142857142857,10.071428571428571,0.0,1.0,0.7142857142857143,4.428571428571429,0.0
1016,25.090999999999998,9.6,140.3125,253.75,1.8571428571428572,12.5,0.0,2.857142857142857,2.142857142857143,22.428571428571427,0.21428571428571427
1017,25.07,13.1,106.0625,225.625,3.0,17.285714285714285,0.0,3.5714285714285716,3.142857142857143,27.857142857142858,0.0
1018,23.000999999999998,5.9,111.0625,191.8125,1.0714285714285714,9.5,0.07142857142857142,0.07142857142857142,0.07142857142857142,-0.14285714285714285,0.0
1019,28.331,7.8,111.0625,191.8125,0.2857142857142857,5.857142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.0
1020,30.164,3.4000000000000004,111.5,239.125,10.071428571428571,34.07142857142857,0.14285714285714285,2.7857142857142856,2.0714285714285716,15.0,0.0
1021,28.183000000000003,2.5,125.0625,233.3125,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
1022,25.204,0.6000000000000001,115.375,260.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,25.13,0.6000000000000001,117.375,258.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,28.086,4.0,109.5,235.8125,10.571428571428571,36.57142857142857,0.07142857142857142,3.5714285714285716,3.142857142857143,20.785714285714285,0.07142857142857142
1025,24.153000000000002,1.4,117.875,207.75,2.4285714285714284,6.642857142857143,0.07142857142857142,1.4285714285714286,1.0,9.071428571428571,0.0
1026,30.028000000000002,0.4,117.875,207.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,26.268,0.4,76.4375,241.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,29.33,0.4,76.4375,241.0625,1.7142857142857142,5.142857142857143,0.07142857142857142,0.0,0.0,0.0,0.0
1029,27.323,22.9,104.75,215.6875,2.8,18.133333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,1.2666666666666666,0.06666666666666667
1030,24.105,19.4,134.9375,198.4375,15.2,68.6,0.5333333333333333,1.4666666666666666,1.2666666666666666,10.4,0.0
1031,22.298000000000002,19.3,99.5625,206.625,11.333333333333334,52.6,0.5333333333333333,1.4666666666666666,0.9333333333333333,6.933333333333334,0.06666666666666667
1032,24.343000000000004,12.4,115.375,260.25,3.2,14.4,0.13333333333333333,0.4,0.3333333333333333,3.2666666666666666,0.0
1033,30.018,18.0,125.25,218.75,6.333333333333333,21.133333333333333,0.06666666666666667,0.6666666666666666,0.4666666666666667,4.6,0.0
1034,21.324,22.20000000000001,87.0625,217.9375,16.266666666666666,79.86666666666666,0.6666666666666666,7.533333333333333,5.8,45.86666666666667,0.26666666666666666
1035,24.058000000000003,23.9,98.125,177.75,15.266666666666667,55.06666666666667,0.4666666666666667,1.4666666666666666,1.2666666666666666,9.333333333333334,0.0
1036,24.25,10.8,98.75,239.0625,0.7333333333333333,3.1333333333333333,0.0,0.0,0.0,0.0,0.0
1037,22.159000000000002,11.2,91.3125,216.375,14.933333333333334,70.86666666666666,0.5333333333333333,3.6,2.8,19.6,0.06666666666666667
1038,29.351,10.6,117.375,258.0625,10.066666666666666,41.53333333333333,0.26666666666666666,1.2666666666666666,1.0666666666666667,7.133333333333334,0.0
1039,24.36,11.1,96.75,228.4375,13.266666666666667,64.4,0.8,1.0,0.9333333333333333,5.733333333333333,0.0
1040,27.108,18.8,117.875,207.75,2.2666666666666666,11.466666666666667,0.13333333333333333,0.5333333333333333,0.4,1.7333333333333334,0.0
1041,23.261,7.6,115.375,260.25,8.2,42.8,0.13333333333333333,0.13333333333333333,0.13333333333333333,1.3333333333333333,0.0
1042,24.305999999999997,7.3000000000000025,125.0625,233.3125,14.6,53.666666666666664,0.3333333333333333,1.5333333333333334,1.2666666666666666,6.0,0.06666666666666667
1043,23.239,10.9,140.3125,253.75,13.4,60.6,0.8,4.533333333333333,3.466666666666667,31.133333333333333,0.06666666666666667
1044,27.014,8.3,108.125,235.6875,16.066666666666666,58.53333333333333,0.4666666666666667,4.8,3.1333333333333333,29.333333333333332,0.2
1045,22.309,14.3,98.1875,210.0625,7.533333333333333,30.733333333333334,0.3333333333333333,0.4666666666666667,0.4,1.9333333333333333,0.0
1046,23.226999999999997,11.8,106.0625,225.625,6.533333333333333,33.06666666666667,0.13333333333333333,3.466666666666667,2.6,26.933333333333334,0.2
1047,28.19,12.8,76.4375,241.0625,0.2,0.8666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.8666666666666667,0.0
1048,27.249000000000002,12.6,111.0625,191.8125,12.866666666666667,61.13333333333333,0.26666666666666666,2.066666666666667,1.5333333333333334,10.866666666666667,0.06666666666666667
1049,24.335,9.7,109.5,235.8125,4.8,20.6,0.2,1.8,1.3333333333333333,12.133333333333333,0.13333333333333333
1050,26.271,12.4,136.6875,222.9375,2.4,13.6,0.2,1.3333333333333333,1.2666666666666666,8.933333333333334,0.13333333333333333
1051,22.065,9.8,109.5,235.8125,7.2,30.8,0.2,0.4666666666666667,0.26666666666666666,1.6666666666666667,0.0
1052,23.316,5.0,124.4375,228.0625,13.0,58.733333333333334,0.4,0.6666666666666666,0.4666666666666667,3.3333333333333335,0.0
1053,23.00800000000001,5.300000000000002,97.9375,171.25,1.2666666666666666,9.533333333333333,0.06666666666666667,0.3333333333333333,0.2,2.466666666666667,0.0
1054,25.25800000000001,11.9,120.6875,236.875,10.6,50.333333333333336,0.2,2.7333333333333334,2.066666666666667,17.8,0.3333333333333333
1055,30.283,9.6,140.375,236.4375,6.133333333333334,22.2,0.06666666666666667,1.2666666666666666,0.8,10.6,0.0
1056,25.314,12.6,134.9375,198.4375,6.8,31.133333333333333,0.2,2.3333333333333335,2.0,13.066666666666666,0.06666666666666667
1057,24.338,12.0,97.9375,171.25,6.733333333333333,32.4,0.26666666666666666,4.133333333333334,3.0,27.0,0.3333333333333333
1058,25.261,8.100000000000001,106.0625,225.625,11.0,56.2,0.6666666666666666,4.2,3.1333333333333333,31.066666666666666,0.26666666666666666
1059,24.212,7.5,111.5,239.125,4.933333333333334,15.666666666666666,0.2,1.9333333333333333,1.1333333333333333,11.266666666666667,0.06666666666666667
1060,23.142,8.0,77.8125,213.625,8.133333333333333,38.4,0.13333333333333333,2.933333333333333,2.4,18.933333333333334,0.13333333333333333
1061,26.354,11.9,121.125,223.5625,1.4,5.866666666666666,0.0,0.4,0.4,2.533333333333333,0.0
1062,23.259,3.1,136.6875,222.9375,0.13333333333333333,0.8666666666666667,0.0,0.13333333333333333,0.13333333333333333,1.2666666666666666,0.06666666666666667
1063,23.051,4.4,120.6875,236.875,0.8,8.466666666666667,0.0,0.0,0.0,0.0,0.0
1064,22.087,5.300000000000002,104.75,215.6875,0.6666666666666666,2.6666666666666665,0.0,0.06666666666666667,0.06666666666666667,0.6,0.0
1065,25.311,3.0,117.375,258.0625,1.6,5.666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.6,0.0
1066,26.33,14.9,124.4375,228.0625,5.8,26.666666666666668,0.3333333333333333,6.4,4.533333333333333,40.266666666666666,0.3333333333333333
1067,29.009,5.3,98.75,239.0625,8.866666666666667,41.13333333333333,0.4,1.6666666666666667,1.2666666666666666,10.333333333333334,0.06666666666666667
1068,30.171,11.4,140.375,236.4375,9.8,32.4,0.13333333333333333,2.8,2.1333333333333333,14.666666666666666,0.0
1069,27.024,2.5,120.6875,236.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,23.003,3.0,77.125,177.4375,12.2,64.8,0.5333333333333333,1.4666666666666666,1.2,10.2,0.13333333333333333
1071,23.156999999999996,10.2,98.125,177.75,5.466666666666667,25.4,0.06666666666666667,5.0,3.8666666666666667,43.8,0.26666666666666666
1072,27.24,2.4000000000000004,117.875,207.75,1.6666666666666667,6.8,0.0,2.4,2.0,12.6,0.0
1073,35.19300000000001,4.6,109.5,235.8125,1.4,6.266666666666667,0.06666666666666667,1.1333333333333333,0.6666666666666666,7.6,0.06666666666666667
1074,24.09,9.5,87.0625,217.9375,2.8,10.2,0.0,0.9333333333333333,0.6666666666666666,4.133333333333334,0.0
1075,25.09800000000001,2.9000000000000004,77.125,177.4375,1.8666666666666667,12.466666666666667,0.0,3.066666666666667,2.4,24.533333333333335,0.2
1076,26.035999999999998,1.9,111.5,239.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,28.218000000000004,1.9,98.75,239.0625,0.4,1.4666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
1078,22.206,4.5,76.4375,241.0625,14.333333333333334,72.0,0.4666666666666667,8.2,7.066666666666666,56.333333333333336,0.4
1079,28.346,1.8,77.8125,213.625,8.933333333333334,37.13333333333333,0.4,1.1333333333333333,1.0,6.333333333333333,0.0
1080,24.165,2.8000000000000003,99.5625,206.625,3.8,21.2,0.06666666666666667,0.6666666666666666,0.6666666666666666,2.8,0.0
1081,29.331999999999997,2.7,76.4375,241.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,24.16,1.6,111.5,239.125,2.4,6.466666666666667,0.06666666666666667,1.4666666666666666,1.0,8.8,0.0
1083,25.029,1.6,121.125,223.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,32.025,1.5,117.875,207.75,9.266666666666667,27.066666666666666,0.3333333333333333,0.8666666666666667,0.6666666666666666,4.466666666666667,0.0
