,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt,Rush Att,Rush Yds,Rush Y/A,Rush TDs,Fantasy Points,Opp RYPG,Opp PYPG
927,Jermaine Gresham,TE,30.12,10/14/2018,NFL,ARI,@,MIN,L 17-27,6,6,Sun,1,1,26,26.0,0,100.0,26.0,0.0,0.0,0.0,0.0,3.1,98.125,177.75
928,Jesse James,TE,24.132,10/14/2018,NFL,PIT,@,CIN,W 28-21,6,6,Sun,7,5,26,5.2,0,71.4,3.71,0.0,0.0,0.0,0.0,5.1,140.3125,253.75
929,Jordan Matthews,WR,26.087,10/11/2018,NFL,PHI,@,NYG,W 34-13,6,6,Thu,3,2,26,13.0,0,66.7,8.67,0.0,0.0,0.0,0.0,3.6,121.125,223.5625
930,Anthony Firkser,TE,23.237,10/14/2018,NFL,TEN,0,BAL,L 0-21,6,6,Sun,2,2,25,12.5,0,100.0,12.5,0.0,0.0,0.0,0.0,3.5,77.125,177.4375
931,Corey Davis,WR,23.276,10/14/2018,NFL,TEN,0,BAL,L 0-21,6,6,Sun,4,1,24,24.0,0,25.0,6.0,0.0,0.0,0.0,0.0,2.9000000000000004,77.125,177.4375
932,Gerald Everett,TE,24.111,10/14/2018,NFL,LAR,@,DEN,W 23-20,6,6,Sun,4,2,24,12.0,0,50.0,6.0,0.0,0.0,0.0,0.0,3.4000000000000004,106.0625,225.625
933,Ryan Grant,WR,27.299,10/14/2018,NFL,IND,@,NYJ,L 34-42,6,6,Sun,5,2,24,12.0,0,40.0,4.8,0.0,0.0,0.0,0.0,3.4000000000000004,124.4375,228.0625
934,Scott Simonson,TE,26.181,10/11/2018,NFL,NYG,0,PHI,L 13-34,6,6,Thu,3,1,24,24.0,0,33.3,8.0,0.0,0.0,0.0,0.0,2.9000000000000004,102.8125,260.75
935,Trey Burton,TE,26.35,10/14/2018,NFL,CHI,@,MIA,L 28-31,5,6,Sun,4,4,23,5.75,1,100.0,5.75,0.0,0.0,0.0,0.0,10.3,140.375,236.4375
936,Jeff Heuerman,TE,25.324,10/14/2018,NFL,DEN,0,LAR,L 20-23,6,6,Sun,5,3,23,7.67,0,60.0,4.6,0.0,0.0,0.0,0.0,3.8,125.25,218.75
937,Tyrone Swoopes,TE,23.334,10/14/2018,NFL,SEA,@,OAK,W 27-3,6,6,Sun,1,1,23,23.0,0,100.0,23.0,0.0,0.0,0.0,0.0,2.8000000000000003,136.6875,222.9375
938,Kendrick Bourne,WR,23.072,10/15/2018,NFL,SFO,@,GNB,L 30-33,6,6,Mon,3,1,22,22.0,0,33.3,7.33,0.0,0.0,0.0,0.0,2.7,117.875,207.75
939,Geoff Swaim,TE,25.028,10/14/2018,NFL,DAL,0,JAX,W 40-7,6,6,Sun,2,2,21,10.5,0,100.0,10.5,0.0,0.0,0.0,0.0,3.1,111.0625,191.8125
940,Mark Andrews,TE,22.038,10/14/2018,NFL,BAL,@,TEN,W 21-0,6,6,Sun,4,2,20,10.0,0,50.0,5.0,0.0,0.0,0.0,0.0,3.0,99.5625,206.625
941,Charles Clay,TE,29.243,10/14/2018,NFL,BUF,@,HOU,L 13-20,6,6,Sun,5,4,20,5.0,0,80.0,4.0,0.0,0.0,0.0,0.0,4.0,77.5625,226.125
942,Josh Doctson,WR,25.315,10/14/2018,NFL,WAS,0,CAR,W 23-17,5,6,Sun,5,3,20,6.67,0,60.0,4.0,0.0,0.0,0.0,0.0,3.5,98.75,239.0625
943,Andre Holmes,WR,30.12,10/14/2018,NFL,BUF,@,HOU,L 13-20,6,6,Sun,2,1,20,20.0,0,50.0,10.0,0.0,0.0,0.0,0.0,2.5,77.5625,226.125
944,Chris Conley,WR,25.354,10/14/2018,NFL,KAN,@,NWE,L 40-43,6,6,Sun,1,1,19,19.0,0,100.0,19.0,0.0,0.0,0.0,0.0,2.4000000000000004,111.5,239.125
945,Equanimeous St. Brown,WR,22.015,10/15/2018,NFL,GNB,0,SFO,W 33-30,6,6,Mon,1,1,19,19.0,0,100.0,19.0,0.0,0.0,0.0,0.0,2.4000000000000004,104.75,215.6875
946,Martavis Bryant,WR,26.298,10/14/2018,NFL,OAK,0,SEA,L 3-27,6,6,Sun,3,2,18,9.0,0,66.7,6.0,0.0,0.0,0.0,0.0,2.8,108.125,235.6875
947,Sammy Watkins,WR,25.122,10/14/2018,NFL,KAN,@,NWE,L 40-43,6,6,Sun,4,2,18,9.0,0,50.0,4.5,0.0,0.0,0.0,0.0,2.8,111.5,239.125
948,Cameron Brate,TE,27.103,10/14/2018,NFL,TAM,@,ATL,L 29-34,5,6,Sun,1,1,15,15.0,1,100.0,15.0,0.0,0.0,0.0,0.0,8.0,125.0625,233.3125
949,Rico Gathers,TE,24.28,10/14/2018,NFL,DAL,0,JAX,W 40-7,6,6,Sun,1,1,14,14.0,0,100.0,14.0,0.0,0.0,0.0,0.0,1.9,111.0625,191.8125
950,Maurice Harris,WR,25.337,10/14/2018,NFL,WAS,0,CAR,W 23-17,5,6,Sun,4,3,13,4.33,0,75.0,3.25,1.0,6.0,6.0,0.0,3.4000000000000004,98.75,239.0625
951,Tyler Lockett,WR,26.016,10/14/2018,NFL,SEA,@,OAK,W 27-3,6,6,Sun,4,3,13,4.33,1,75.0,3.25,1.0,7.0,7.0,0.0,9.5,136.6875,222.9375
952,Cordarrelle Patterson,WR,27.211,10/14/2018,NFL,NWE,0,KAN,W 43-40,6,6,Sun,1,1,13,13.0,0,100.0,13.0,0.0,0.0,0.0,0.0,1.8,117.375,258.0625
953,Neal Sterling,TE,26.273000000000003,10/14/2018,NFL,NYJ,0,IND,W 42-34,6,6,Sun,2,2,13,6.5,0,100.0,6.5,0.0,0.0,0.0,0.0,2.3,96.75,228.4375
954,Taywan Taylor,WR,23.226,10/14/2018,NFL,TEN,0,BAL,L 0-21,6,6,Sun,2,1,13,13.0,0,50.0,6.5,0.0,0.0,0.0,0.0,1.8,77.125,177.4375
955,Chris Moore,WR,25.12,10/14/2018,NFL,BAL,@,TEN,W 21-0,6,6,Sun,3,3,12,4.0,0,100.0,4.0,0.0,0.0,0.0,0.0,2.7,99.5625,206.625
956,Brian Quick,WR,29.131,10/14/2018,NFL,WAS,0,CAR,W 23-17,5,6,Sun,2,2,12,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,2.2,98.75,239.0625
957,Jonnu Smith,TE,23.053,10/14/2018,NFL,TEN,0,BAL,L 0-21,6,6,Sun,1,1,12,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,1.7000000000000002,77.125,177.4375
958,DeAndre Carter,WR,25.184,10/11/2018,NFL,PHI,@,NYG,W 34-13,6,6,Thu,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,121.125,223.5625
959,Mike Gesicki,TE,23.011,10/14/2018,NFL,MIA,0,CHI,W 31-28,6,6,Sun,2,1,11,11.0,0,50.0,5.5,0.0,0.0,0.0,0.0,1.6,77.8125,213.625
960,Jarvis Landry,WR,25.32,10/14/2018,NFL,CLE,0,LAC,L 14-38,6,6,Sun,10,2,11,5.5,0,20.0,1.1,0.0,0.0,0.0,0.0,2.1,98.1875,210.0625
961,Brandon Marshall,WR,34.205,10/14/2018,NFL,SEA,@,OAK,W 27-3,6,6,Sun,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,136.6875,222.9375
962,Jared Cook,TE,31.19,10/14/2018,NFL,OAK,0,SEA,L 3-27,6,6,Sun,2,2,10,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,2.0,108.125,235.6875
963,J'Mon Moore,WR,23.145,10/15/2018,NFL,GNB,0,SFO,W 33-30,6,6,Mon,1,1,10,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,1.5,104.75,215.6875
964,Antonio Callaway,WR,21.278,10/14/2018,NFL,CLE,0,LAC,L 14-38,6,6,Sun,7,2,9,4.5,0,28.6,1.29,0.0,0.0,0.0,0.0,1.9,98.1875,210.0625
965,Quincy Enunwa,WR,26.136,10/14/2018,NFL,NYJ,0,IND,W 42-34,6,6,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,96.75,228.4375
966,Russell Gage,WR,22.265,10/14/2018,NFL,ATL,0,TAM,W 34-29,6,6,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,120.6875,236.875
967,JJ Nelson,WR,26.173,10/14/2018,NFL,ARI,@,MIN,L 17-27,6,6,Sun,2,1,9,9.0,0,50.0,4.5,0.0,0.0,0.0,0.0,1.4,98.125,177.75
968,Orson Charles,TE,27.26,10/14/2018,NFL,CLE,0,LAC,L 14-38,6,6,Sun,1,1,8,8.0,0,100.0,8.0,0.0,0.0,0.0,0.0,1.3,98.1875,210.0625
969,Alex Erickson,WR,25.342,10/14/2018,NFL,CIN,0,PIT,L 21-28,6,6,Sun,3,2,8,4.0,0,66.7,2.67,0.0,0.0,0.0,0.0,1.8,91.3125,216.375
970,Nick Boyle,TE,25.239,10/14/2018,NFL,BAL,@,TEN,W 21-0,6,6,Sun,4,2,7,3.5,0,50.0,1.75,0.0,0.0,0.0,0.0,1.7000000000000002,99.5625,206.625
971,Dallas Goedert,TE,23.281,10/11/2018,NFL,PHI,@,NYG,W 34-13,6,6,Thu,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,121.125,223.5625
972,David Grinnage,TE,24.232,10/14/2018,NFL,JAX,@,DAL,L 7-40,6,6,Sun,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,87.0625,217.9375
973,Dwayne Harris,WR,31.028,10/14/2018,NFL,OAK,0,SEA,L 3-27,6,6,Sun,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,108.125,235.6875
974,Matt LaCosse,TE,26.023000000000003,10/14/2018,NFL,DEN,0,LAR,L 20-23,6,6,Sun,4,1,7,7.0,0,25.0,1.75,0.0,0.0,0.0,0.0,1.2000000000000002,125.25,218.75
975,Ryan Switzer,WR,23.344,10/14/2018,NFL,PIT,@,CIN,W 28-21,6,6,Sun,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,140.3125,253.75
976,Jordan Akins,TE,26.178,10/14/2018,NFL,HOU,0,BUF,W 20-13,6,6,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,97.9375,171.25
977,Jordy Nelson,WR,33.136,10/14/2018,NFL,OAK,0,SEA,L 3-27,6,6,Sun,3,2,6,3.0,0,66.7,2.0,0.0,0.0,0.0,0.0,1.6,108.125,235.6875
978,Antony Auclair,TE,25.139,10/14/2018,NFL,TAM,@,ATL,L 29-34,5,6,Sun,1,1,5,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,125.0625,233.3125
979,Tavon Austin,WR,28.213,10/14/2018,NFL,DAL,0,JAX,W 40-7,6,6,Sun,1,1,5,5.0,0,100.0,5.0,2.0,14.0,7.0,0.0,2.4000000000000004,111.0625,191.8125
980,Jaron Brown,WR,28.279,10/14/2018,NFL,SEA,@,OAK,W 27-3,6,6,Sun,1,1,5,5.0,1,100.0,5.0,0.0,0.0,0.0,0.0,7.0,136.6875,222.9375
981,Antonio Gates,TE,38.118,10/14/2018,NFL,LAC,@,CLE,W 38-14,6,6,Sun,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,115.375,260.25
982,Chad Williams,WR,23.36,10/14/2018,NFL,ARI,@,MIN,L 17-27,6,6,Sun,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,98.125,177.75
983,Mike Williams,WR,24.01,10/14/2018,NFL,LAC,@,CLE,W 38-14,6,6,Sun,4,1,4,4.0,0,25.0,1.0,1.0,10.0,10.0,0.0,1.9,115.375,260.25
984,Jamize Olawale,WR,29.18,10/14/2018,NFL,DAL,0,JAX,W 40-7,6,6,Sun,1,1,3,3.0,0,100.0,3.0,0.0,0.0,0.0,0.0,0.8,111.0625,191.8125
985,Chris Manhertz,TE,26.187,10/14/2018,NFL,CAR,@,WAS,L 17-23,5,6,Sun,2,1,2,2.0,0,50.0,1.0,0.0,0.0,0.0,0.0,0.7,109.5,235.8125
986,Ray-Ray McCloud,WR,21.364,10/14/2018,NFL,BUF,@,HOU,L 13-20,6,6,Sun,1,1,2,2.0,0,100.0,2.0,0.0,0.0,0.0,0.0,0.7,77.5625,226.125
987,Erik Swoope,TE,26.159,10/14/2018,NFL,IND,@,NYJ,L 34-42,6,6,Sun,2,1,2,2.0,1,50.0,1.0,0.0,0.0,0.0,0.0,6.7,124.4375,228.0625
988,Deonte Thompson,WR,29.242,10/14/2018,NFL,DAL,0,JAX,W 40-7,6,6,Sun,1,1,1,1.0,0,100.0,1.0,0.0,0.0,0.0,0.0,0.6,111.0625,191.8125
989,Logan Thomas,TE,27.105,10/14/2018,NFL,BUF,@,HOU,L 13-20,6,6,Sun,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,77.5625,226.125
990,Josh Reynolds,WR,23.24,10/14/2018,NFL,LAR,@,DEN,W 23-20,6,6,Sun,2,1,-2,-2.0,0,50.0,-1.0,0.0,0.0,0.0,0.0,0.3,106.0625,225.625
991,Sterling Shepard,WR,25.254,10/22/2018,NFL,NYG,@,ATL,L 20-23,7,7,Mon,8,5,167,33.4,0,62.5,20.88,0.0,0.0,0.0,0.0,19.2,125.0625,233.3125
992,Odell Beckham,WR,25.351,10/22/2018,NFL,NYG,@,ATL,L 20-23,7,7,Mon,11,8,143,17.88,1,72.7,13.0,0.0,0.0,0.0,0.0,24.3,125.0625,233.3125
993,Zach Ertz,TE,27.345,10/21/2018,NFL,PHI,0,CAR,L 17-21,7,7,Sun,11,9,138,15.33,0,81.8,12.55,0.0,0.0,0.0,0.0,18.3,98.75,239.0625
994,John Brown,WR,28.201,10/21/2018,NFL,BAL,0,NOR,L 23-24,7,7,Sun,7,7,134,19.14,1,100.0,19.14,0.0,0.0,0.0,0.0,22.9,76.4375,241.0625
995,Trey Burton,TE,26.357,10/21/2018,NFL,CHI,0,NWE,L 31-38,6,7,Sun,11,9,126,14.0,1,81.8,11.45,0.0,0.0,0.0,0.0,23.1,111.5,239.125
996,Tyrell Williams,WR,26.251,10/21/2018,NFL,LAC,0,TEN,W 20-19,7,7,Sun,4,4,118,29.5,1,100.0,29.5,0.0,0.0,0.0,0.0,19.8,99.5625,206.625
997,A.J. Green,WR,30.082,10/21/2018,NFL,CIN,@,KAN,L 10-45,7,7,Sun,14,7,117,16.71,0,50.0,8.36,0.0,0.0,0.0,0.0,15.2,117.375,258.0625
998,Adam Thielen,WR,28.06,10/21/2018,NFL,MIN,@,NYJ,W 37-17,7,7,Sun,10,9,110,12.22,1,90.0,11.0,0.0,0.0,0.0,0.0,21.5,124.4375,228.0625
999,Mike Evans,WR,25.061,10/21/2018,NFL,TAM,0,CLE,W 26-23,6,7,Sun,11,7,107,15.29,0,63.6,9.73,0.0,0.0,0.0,0.0,14.2,115.375,260.25
1000,Julio Jones,WR,29.261,10/22/2018,NFL,ATL,0,NYG,W 23-20,7,7,Mon,12,9,104,11.56,0,75.0,8.67,0.0,0.0,0.0,0.0,14.9,121.125,223.5625
1001,Emmanuel Sanders,WR,31.215,10/18/2018,NFL,DEN,@,ARI,W 45-10,7,7,Thu,7,6,102,17.0,1,85.7,14.57,0.0,0.0,0.0,0.0,19.200000000000006,134.9375,198.4375
1002,Tajae Sharpe,WR,23.302,10/21/2018,NFL,TEN,@,LAC,L 19-20,7,7,Sun,9,7,101,14.43,0,77.8,11.22,0.0,0.0,0.0,0.0,13.6,98.1875,210.0625
1003,George Kittle,TE,25.012,10/21/2018,NFL,SFO,0,LAR,L 10-39,7,7,Sun,8,5,98,19.6,1,62.5,12.25,0.0,0.0,0.0,0.0,18.3,125.25,218.75
1004,Jarvis Landry,WR,25.327,10/21/2018,NFL,CLE,@,TAM,L 23-26,7,7,Sun,15,10,97,9.7,1,66.7,6.47,0.0,0.0,0.0,0.0,20.700000000000006,120.6875,236.875
1005,Travis Kelce,TE,29.016,10/21/2018,NFL,KAN,0,CIN,W 45-10,7,7,Sun,5,5,95,19.0,0,100.0,19.0,0.0,0.0,0.0,0.0,12.0,140.3125,253.75
1006,Alshon Jeffery,WR,28.249,10/21/2018,NFL,PHI,0,CAR,L 17-21,7,7,Sun,10,7,88,12.57,1,70.0,8.8,0.0,0.0,0.0,0.0,18.3,98.75,239.0625
1007,Danny Amendola,WR,32.353,10/21/2018,NFL,MIA,0,DET,L 21-32,7,7,Sun,7,6,84,14.0,1,85.7,12.0,0.0,0.0,0.0,0.0,17.4,105.25,224.0
1008,Michael Gallup,WR,22.2,10/21/2018,NFL,DAL,@,WAS,L 17-20,7,7,Sun,5,3,81,27.0,1,60.0,16.2,0.0,0.0,0.0,0.0,15.6,109.5,235.8125
1009,Robert Woods,WR,26.19400000000001,10/21/2018,NFL,LAR,@,SFO,W 39-10,7,7,Sun,7,5,78,15.6,0,71.4,11.14,1.0,6.0,6.0,0.0,10.9,104.75,215.6875
1010,Donte Moncrief,WR,25.076,10/21/2018,NFL,JAX,0,HOU,L 7-20,7,7,Sun,10,7,76,10.86,0,70.0,7.6,0.0,0.0,0.0,0.0,11.1,77.5625,226.125
1011,Allen Hurns,WR,26.343000000000004,10/21/2018,NFL,DAL,@,WAS,L 17-20,7,7,Sun,6,5,74,14.8,0,83.3,12.33,0.0,0.0,0.0,0.0,9.9,109.5,235.8125
1012,Sammy Watkins,WR,25.129,10/21/2018,NFL,KAN,0,CIN,W 45-10,7,7,Sun,7,4,74,18.5,0,57.1,10.57,0.0,0.0,0.0,0.0,9.4,140.3125,253.75
1013,Keenan Allen,WR,26.177,10/21/2018,NFL,LAC,0,TEN,W 20-19,7,7,Sun,5,5,72,14.4,0,100.0,14.4,0.0,0.0,0.0,0.0,9.7,99.5625,206.625
1014,Kelvin Benjamin,WR,27.25800000000001,10/21/2018,NFL,BUF,@,IND,L 5-37,7,7,Sun,5,4,71,17.75,0,80.0,14.2,0.0,0.0,0.0,0.0,9.1,96.75,228.4375
1015,Michael Thomas,WR,25.232,10/21/2018,NFL,NOR,@,BAL,W 24-23,6,7,Sun,9,7,69,9.86,1,77.8,7.67,0.0,0.0,0.0,0.0,16.4,77.125,177.4375
1016,Will Fuller,WR,24.188,10/21/2018,NFL,HOU,@,JAX,W 20-7,7,7,Sun,8,6,68,11.33,0,75.0,8.5,0.0,0.0,0.0,0.0,9.8,111.0625,191.8125
1017,Tyreek Hill,WR,24.234,10/21/2018,NFL,KAN,0,CIN,W 45-10,7,7,Sun,10,7,68,9.71,1,70.0,6.8,2.0,8.0,4.0,0.0,17.1,140.3125,253.75
1018,O.J. Howard,TE,23.336,10/21/2018,NFL,TAM,0,CLE,W 26-23,6,7,Sun,9,5,67,13.4,0,55.6,7.44,0.0,0.0,0.0,0.0,9.2,115.375,260.25
1019,Michael Crabtree,WR,31.037,10/21/2018,NFL,BAL,0,NOR,L 23-24,7,7,Sun,9,5,66,13.2,0,55.6,7.33,0.0,0.0,0.0,0.0,9.1,76.4375,241.0625
1020,Brandin Cooks,WR,25.026,10/21/2018,NFL,LAR,@,SFO,W 39-10,7,7,Sun,5,4,64,16.0,1,80.0,12.8,1.0,7.0,7.0,0.0,15.1,104.75,215.6875
1021,Kevin White,WR,26.118,10/21/2018,NFL,CHI,0,NWE,L 31-38,6,7,Sun,2,2,64,32.0,0,100.0,32.0,0.0,0.0,0.0,0.0,7.4,111.5,239.125
1022,Marvin Hall,WR,25.195,10/22/2018,NFL,ATL,0,NYG,W 23-20,7,7,Mon,3,3,63,21.0,1,100.0,21.0,0.0,0.0,0.0,0.0,13.8,121.125,223.5625
1023,Chris Hogan,WR,29.362,10/21/2018,NFL,NWE,@,CHI,W 38-31,7,7,Sun,7,6,63,10.5,0,85.7,9.0,0.0,0.0,0.0,0.0,9.3,77.8125,213.625
1024,Devin Funchess,WR,24.153,10/21/2018,NFL,CAR,@,PHI,W 21-17,6,7,Sun,11,6,62,10.33,1,54.5,5.64,0.0,0.0,0.0,0.0,15.2,102.8125,260.75
1025,Torrey Smith,WR,29.268,10/21/2018,NFL,CAR,@,PHI,W 21-17,6,7,Sun,6,4,61,15.25,0,66.7,10.17,0.0,0.0,0.0,0.0,8.100000000000001,102.8125,260.75
1026,Chris Godwin,WR,22.236,10/21/2018,NFL,TAM,0,CLE,W 26-23,6,7,Sun,6,5,59,11.8,0,83.3,9.83,0.0,0.0,0.0,0.0,8.4,115.375,260.25
1027,Christian Kirk,WR,21.334,10/18/2018,NFL,ARI,0,DEN,L 10-45,7,7,Thu,6,3,57,19.0,0,50.0,9.5,0.0,0.0,0.0,0.0,7.2,106.0625,225.625
1028,Cole Beasley,WR,29.178,10/21/2018,NFL,DAL,@,WAS,L 17-20,7,7,Sun,8,7,56,8.0,0,87.5,7.0,0.0,0.0,0.0,0.0,9.1,109.5,235.8125
1029,Mike Williams,WR,24.017,10/21/2018,NFL,LAC,0,TEN,W 20-19,7,7,Sun,3,1,55,55.0,1,33.3,18.33,1.0,3.0,3.0,0.0,12.3,99.5625,206.625
1030,David Njoku,TE,22.103,10/21/2018,NFL,CLE,@,TAM,L 23-26,7,7,Sun,6,4,52,13.0,1,66.7,8.67,0.0,0.0,0.0,0.0,13.2,120.6875,236.875
1031,DeAndre Hopkins,WR,26.137,10/21/2018,NFL,HOU,@,JAX,W 20-7,7,7,Sun,8,3,50,16.67,1,37.5,6.25,0.0,0.0,0.0,0.0,12.5,111.0625,191.8125
1032,Austin Hooper,TE,23.352,10/22/2018,NFL,ATL,0,NYG,W 23-20,7,7,Mon,4,3,48,16.0,0,75.0,12.0,0.0,0.0,0.0,0.0,6.3000000000000025,121.125,223.5625
1033,Michael Roberts,TE,24.167,10/21/2018,NFL,DET,@,MIA,W 32-21,6,7,Sun,3,3,48,16.0,2,100.0,16.0,0.0,0.0,0.0,0.0,18.3,140.375,236.4375
1034,Robby Anderson,WR,25.165,10/21/2018,NFL,NYJ,0,MIN,L 17-37,7,7,Sun,10,3,44,14.67,0,30.0,4.4,0.0,0.0,0.0,0.0,5.9,98.125,177.75
1035,Mike Gesicki,TE,23.018,10/21/2018,NFL,MIA,0,DET,L 21-32,7,7,Sun,3,3,44,14.67,0,100.0,14.67,0.0,0.0,0.0,0.0,5.9,105.25,224.0
1036,Tre'Quan Smith,WR,22.287,10/21/2018,NFL,NOR,@,BAL,W 24-23,6,7,Sun,6,3,44,14.67,0,50.0,7.33,0.0,0.0,0.0,0.0,5.9,77.125,177.4375
1037,Dallas Goedert,TE,23.291,10/21/2018,NFL,PHI,0,CAR,L 17-21,7,7,Sun,5,4,43,10.75,1,80.0,8.6,0.0,0.0,0.0,0.0,12.3,98.75,239.0625
1038,Jordan Reed,WR,28.11,10/21/2018,NFL,WAS,0,DAL,W 20-17,6,7,Sun,4,2,43,21.5,0,50.0,10.75,0.0,0.0,0.0,0.0,5.3,87.0625,217.9375
1039,Calvin Ridley,WR,23.306,10/22/2018,NFL,ATL,0,NYG,W 23-20,7,7,Mon,6,5,43,8.6,0,83.3,7.17,0.0,0.0,0.0,0.0,6.8,121.125,223.5625
1040,Ben Watson,TE,37.307,10/21/2018,NFL,NOR,@,BAL,W 24-23,6,7,Sun,6,6,43,7.17,1,100.0,7.17,0.0,0.0,0.0,0.0,13.3,77.125,177.4375
1041,Josh Doctson,WR,25.322,10/21/2018,NFL,WAS,0,DAL,W 20-17,6,7,Sun,6,3,42,14.0,0,50.0,7.0,0.0,0.0,0.0,0.0,5.7,87.0625,217.9375
1042,Chris Herndon,TE,22.24,10/21/2018,NFL,NYJ,0,MIN,L 17-37,7,7,Sun,7,4,42,10.5,1,57.1,6.0,0.0,0.0,0.0,0.0,12.2,98.125,177.75
1043,Demaryius Thomas,WR,30.297,10/18/2018,NFL,DEN,@,ARI,W 45-10,7,7,Thu,6,5,42,8.4,0,83.3,7.0,0.0,0.0,0.0,0.0,6.7,134.9375,198.4375
1044,Larry Fitzgerald,WR,35.048,10/18/2018,NFL,ARI,0,DEN,L 10-45,7,7,Thu,8,4,40,10.0,1,50.0,5.0,0.0,0.0,0.0,0.0,12.0,106.0625,225.625
1045,Chester Rogers,WR,24.282,10/21/2018,NFL,IND,0,BUF,W 37-5,7,7,Sun,4,4,40,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,6.0,97.9375,171.25
1046,Kenny Golladay,WR,24.352,10/21/2018,NFL,DET,@,MIA,W 32-21,6,7,Sun,2,2,37,18.5,0,100.0,18.5,0.0,0.0,0.0,0.0,4.7,140.375,236.4375
1047,Adam Humphries,WR,25.119,10/21/2018,NFL,TAM,0,CLE,W 26-23,6,7,Sun,9,4,37,9.25,0,44.4,4.11,0.0,0.0,0.0,0.0,5.7,115.375,260.25
1048,Jarius Wright,WR,28.33,10/21/2018,NFL,CAR,@,PHI,W 21-17,6,7,Sun,2,2,37,18.5,0,100.0,18.5,1.0,34.0,34.0,0.0,8.100000000000001,102.8125,260.75
1049,Julian Edelman,WR,32.152,10/21/2018,NFL,NWE,@,CHI,W 38-31,7,7,Sun,8,5,36,7.2,1,62.5,4.5,0.0,0.0,0.0,0.0,12.1,77.8125,213.625
1050,Golden Tate,WR,30.08,10/21/2018,NFL,DET,@,MIA,W 32-21,6,7,Sun,6,4,36,9.0,0,66.7,6.0,1.0,30.0,30.0,0.0,8.600000000000001,140.375,236.4375
1051,Dan Arnold,TE,23.22,10/21/2018,NFL,NOR,@,BAL,W 24-23,6,7,Sun,3,2,35,17.5,0,66.7,11.67,0.0,0.0,0.0,0.0,4.5,77.125,177.4375
1052,Anthony Miller,WR,24.012,10/21/2018,NFL,CHI,0,NWE,L 31-38,6,7,Sun,7,2,35,17.5,0,28.6,5.0,0.0,0.0,0.0,0.0,4.5,111.5,239.125
1053,Aldrick Robinson,WR,30.027,10/21/2018,NFL,MIN,@,NYJ,W 37-17,7,7,Sun,3,1,34,34.0,1,33.3,11.33,0.0,0.0,0.0,0.0,9.9,124.4375,228.0625
1054,Chad Williams,WR,23.364,10/18/2018,NFL,ARI,0,DEN,L 10-45,7,7,Thu,8,4,34,8.5,0,50.0,4.25,0.0,0.0,0.0,0.0,5.4,106.0625,225.625
1055,Stefon Diggs,WR,24.326,10/21/2018,NFL,MIN,@,NYJ,W 37-17,7,7,Sun,15,8,33,4.13,0,53.3,2.2,0.0,0.0,0.0,0.0,7.3000000000000025,124.4375,228.0625
1056,Jakeem Grant,WR,26.021,10/21/2018,NFL,MIA,0,DET,L 21-32,7,7,Sun,2,2,32,16.0,0,100.0,16.0,0.0,0.0,0.0,0.0,4.2,105.25,224.0
1057,Albert Wilson,WR,26.101,10/21/2018,NFL,MIA,0,DET,L 21-32,7,7,Sun,3,3,32,10.67,0,100.0,10.67,2.0,4.0,2.0,0.0,5.1,105.25,224.0
1058,DJ Chark,WR,22.028,10/21/2018,NFL,JAX,0,HOU,L 7-20,7,7,Sun,7,4,31,7.75,0,57.1,4.43,0.0,0.0,0.0,0.0,5.1,77.5625,226.125
1059,Eric Ebron,TE,25.19400000000001,10/21/2018,NFL,IND,0,BUF,W 37-5,7,7,Sun,7,3,31,10.33,0,42.9,4.43,0.0,0.0,0.0,0.0,4.6,97.9375,171.25
1060,Cody Core,WR,24.187,10/21/2018,NFL,CIN,@,KAN,L 10-45,7,7,Sun,3,3,30,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,4.5,117.375,258.0625
